id,gfrid,last_modified,input_voltage,input_fault_voltage,output_voltage,max_output_current_percentage,input_frequency,battery_voltage,temp,ts,alert,utility_no_failure,battery_not_low,bypass_inactive,ups_no_failure,ups_online,no_test,shutdown_inactive,beeper_on
11625,6,18-07-2025 20:35,220,219.6,225,60,50,11.1,55.95958022,1693381813,1,0,0,0,0,0,0,0,0
8351,6,18-07-2025 10:14,220,219.6,225,60,50,11,42.24124264,1693100167,1,0,0,0,0,0,0,0,0
16235,6,18-07-2025 15:44,220,219.6,225,60,50,10.9,52.7008006,1693752317,1,0,0,0,0,0,0,0,0
14248,6,18-07-2025 05:45,220,219.6,225,60,50,10.8,52.95623527,1693593313,1,0,0,0,0,0,0,0,0
15239,6,18-07-2025 10:34,220,219.6,225,60,50,10.7,32.31782296,1693672695,1,0,0,0,0,0,0,0,0
217,6,18-07-2025 19:45,220,219.6,225,60,50,10.6,36.5,1692294400,1,0,0,0,0,0,0,0,0
5532,6,18-07-2025 19:50,220,219.6,225,60,50,10.5,38.5,1692719144,1,0,0,0,0,0,0,0,0
15741,6,18-07-2025 20:33,220,219.6,225,60,50,10.4,40,1693712957,1,0,0,0,0,0,0,0,0
4708,6,18-07-2025 00:06,220,219.6,225,60,50,10.3,56.14783567,1692653383,1,0,0,0,0,0,0,0,0
5609,6,18-07-2025 00:03,220,219.6,225,60,50,10.3,15.87408926,1692725263,1,0,0,0,0,0,0,0,0
3361,6,18-07-2025 05:00,114.7303381,219.6,128.5366015,0,61.16622676,15.07163378,10.36340148,1692545624,1,0,0,0,0,0,0,0,0
16135,6,18-07-2025 05:26,292.3158613,219.6,290.0785042,142.4408682,69.80537238,10.51186654,48.30764688,1693744336,1,0,0,0,0,0,0,0,0
6294,6,18-07-2025 14:52,220,219.6,186.9766989,60,66.63807862,10.95,34.79299953,1692780047,1,0,0,0,0,0,0,0,0
12432,6,18-07-2025 20:17,220,219.6,263.6805927,60,43.46367492,10.9,29.50195208,1693446373,1,0,0,0,0,0,0,0,0
19674,6,18-07-2025 20:23,220,219.6,123.2251161,60,40.57174565,10.8,30.68595229,1694029639,1,0,0,0,0,0,0,0,0
5077,6,18-07-2025 10:07,220,219.6,229.1715985,60,68.90286837,10.7,43.03806677,1692682784,1,0,0,0,0,0,0,0,0
8254,6,18-07-2025 00:19,220,219.6,165.7662504,60,57.06417807,10.65,25.05810042,1693092427,1,0,0,0,0,0,0,0,0
14933,6,18-07-2025 20:33,220,219.6,275.9882862,60,31.41328165,10.6,53.34752139,1693648155,1,0,0,0,0,0,0,0,0
8117,6,18-07-2025 00:13,150.1259486,219.6,274.8165186,135.3588166,48.16194152,6.682870492,27.39184728,1693081567,1,0,0,0,0,0,0,0,0
7547,6,18-07-2025 00:05,135.0252863,219.6,217.1194701,0,35.95423922,11.61126961,10.13503283,1692880127,1,0,0,0,0,0,0,0,0
10714,6,18-07-2025 10:16,138.1293992,219.6,164.9634654,0,44.00760086,10.72763279,41.92999552,1693308969,1,0,0,0,0,0,0,0,0
9300,6,18-07-2025 10:27,230,219.6,220,60,43.1859419,11.5,37.5,1693175890,1,0,0,0,0,0,0,0,0
14335,6,18-07-2025 00:36,230,219.6,220,60,30.85117185,11.5,38,1693600213,1,0,0,0,0,0,0,0,0
8396,6,18-07-2025 05:30,230,219.6,220,60,34.78320576,11.5,38.5,1693103706,1,0,0,0,0,0,0,0,0
11028,6,18-07-2025 05:22,230,219.6,220,60,50.87652555,11.5,39.5,1693333990,1,0,0,0,0,0,0,0,0
2914,6,18-07-2025 10:05,283.5102476,219.6,140.2736311,108.4210332,36.99516796,11.93828493,11.8301761,1692509925,1,0,0,0,0,0,0,0,0
8758,6,18-07-2025 10:14,113.6217265,219.6,288.4543111,0,58.67773123,15.09409747,13.51141456,1693132630,1,0,0,0,0,0,0,0,0
12060,6,18-07-2025 00:37,155.3110579,219.6,258.1441142,6.542606204,51.30088873,14.07595754,53.63949543,1693416613,1,0,0,0,0,0,0,0,0
17292,6,18-07-2025 00:39,281.6128594,219.6,230.7959272,90,52.52982348,11.8,36,1693837815,1,0,0,0,0,0,0,0,0
14338,6,18-07-2025 05:33,286.6879288,219.6,251.5571189,92,50.62289315,11.8,36.6,1693600453,1,0,0,0,0,0,0,0,0
7905,6,18-07-2025 01:49,291.9079409,219.6,150.9492136,93,48.71487339,11.8,36.9,1692988173,1,0,0,0,0,0,0,0,0
9942,6,18-07-2025 00:21,115.3806878,219.6,256.8333496,98,57.46951827,11.8,38.4,1693247290,1,0,0,0,0,0,0,0,0
6022,6,18-07-2025 10:03,272.1224672,219.6,125.2125582,99,37.48066783,11.8,38.7,1692758267,1,0,0,0,0,0,0,0,0
15111,6,18-07-2025 20:20,291.4801388,219.6,232.4607013,137.7294811,36.20097383,6.410637475,58.46301301,1693662436,1,0,0,0,0,0,0,0,0
13312,6,18-07-2025 15:31,272.7499925,219.6,180.1269639,57.69008371,66.75967508,8.483545996,19.90570847,1693518253,1,0,0,0,0,0,0,0,0
16946,6,18-07-2025 05:35,125.0207765,219.6,133.5736159,149.5077364,56.59917562,6.772864707,48.18645784,1693809255,1,0,0,0,0,0,0,0,0
8345,6,18-07-2025 00:20,138.6920453,219.6,256.9978994,0,59.45270259,6.896767059,58.47195807,1693099687,1,0,0,0,0,0,0,0,0
8177,6,18-07-2025 15:29,290.3888309,219.6,154.9716956,0,61.60905633,12.97533892,11.91766803,1693086306,1,0,0,0,0,0,0,0,0
11703,6,18-07-2025 10:17,220,219.6,225,60,50,11.2,56.67778821,1693388173,1,0,0,0,0,0,0,0,0
3899,6,18-07-2025 04:48,220,219.6,225,60,50,11.1,32.13162694,1692588644,1,0,0,0,0,0,0,0,0
6745,6,18-07-2025 14:59,220,219.6,225,60,50,11,55.14488072,1692816108,1,0,0,0,0,0,0,0,0
7920,6,18-07-2025 21:49,220,219.6,225,60,50,11.2,18.41067303,1692989373,1,0,0,0,0,0,0,0,0
6157,6,18-07-2025 09:58,220,219.6,225,60,50,11.1,15.53210765,1692769068,1,0,0,0,0,0,0,0,0
480,6,18-07-2025 09:45,220,219.6,225,60,50,11,59.18881559,1692315401,1,0,0,0,0,0,0,0,0
17754,6,18-07-2025 15:34,220,219.6,225,60,50,10.9,13.80978266,1693874595,1,0,0,0,0,0,0,0,0
5716,6,18-07-2025 20:09,220,219.6,225,60,50,10.8,43.31543006,1692733783,1,0,0,0,0,0,0,0,0
1787,6,18-07-2025 09:48,220,219.6,225,60,50,10.7,57.88220755,1692419741,1,0,0,0,0,0,0,0,0
8255,6,18-07-2025 00:25,220,219.6,225,60,50,10.6,10.73100084,1693092486,1,0,0,0,0,0,0,0,0
19885,6,18-07-2025 00:30,220,219.6,225,60,50,10.5,34.8774679,1694046438,1,0,0,0,0,0,0,0,0
19168,6,18-07-2025 05:24,220,219.6,225,60,50,10.4,52.99926891,1693989138,1,0,0,0,0,0,0,0,0
8041,6,18-07-2025 15:30,220,219.6,225,60,50,10.3,12.01499042,1693075507,1,0,0,0,0,0,0,0,0
13040,6,18-07-2025 15:19,118.2354514,219.6,172.6440731,0,45,10.2,57.93437255,1693496472,1,0,0,0,0,0,0,0,0
884,6,18-07-2025 04:59,274.2856295,219.6,162.3726915,112.3319075,45,10.2,12.22781583,1692347620,1,0,0,0,0,0,0,0,0
1978,6,18-07-2025 20:07,129.1619108,219.6,150.9978024,0,60.7669538,15.05530944,56.47254307,1692434982,1,0,0,0,0,0,0,0,0
18955,6,18-07-2025 20:35,276.3067765,219.6,138.5271689,0,52.16084579,7.212329246,55.33945747,1693972159,1,0,0,0,0,0,0,0,0
7821,6,18-07-2025 02:21,292.2419381,219.6,231.3073269,0,36.92054502,15.04780529,49.39387016,1692973443,1,0,0,0,0,0,0,0,0
16406,6,18-07-2025 05:32,275.2167872,219.6,272.0435069,133.1035251,49.08151646,14.41451512,10.92345506,1693766055,1,0,0,0,0,0,0,0,0
15023,6,18-07-2025 20:33,111.685431,219.6,268.3400567,141.9818012,64.69832817,14.84409276,45.18611049,1693655357,1,0,0,0,0,0,0,0,0
18677,6,18-07-2025 10:35,135.8110523,219.6,198.6462229,0,69.66803061,13.30127294,25.39892605,1693949959,1,0,0,0,0,0,0,0,0
5435,6,18-07-2025 09:50,135.1928645,219.6,291.4822812,97.21860929,40.07085356,6.841666189,48.00806249,1692711343,1,0,0,0,0,0,0,0,0
17759,6,18-07-2025 20:41,230,219.6,190,140.6380813,48.31058274,12,55.45309456,1693875016,1,0,0,0,0,0,0,0,0
19090,6,18-07-2025 20:29,230,219.6,250,0,42.90008525,12,57.7990977,1693982899,1,0,0,0,0,0,0,0,0
840,6,18-07-2025 09:45,230,219.6,190,139.7656062,49.84441851,12,57.90785912,1692344142,1,0,0,0,0,0,0,0,0
15415,6,18-07-2025 05:32,230,219.6,190,131.8285895,64.15721651,12,47.38493074,1693686857,1,0,0,0,0,0,0,0,0
4890,6,18-07-2025 04:54,290.2917122,219.6,225.3271377,0,43.17009966,6.466237735,47.17581858,1692667903,1,0,0,0,0,0,0,0,0
8359,6,18-07-2025 20:13,158.6297506,219.6,235.5732265,13.60548513,36.28531573,6.614877442,58.11329045,1693100826,1,0,0,0,0,0,0,0,0
17080,6,18-07-2025 05:35,270.418916,219.6,110.2786539,95,38.86935684,11.8,37.5,1693819996,1,0,0,0,0,0,0,0,0
4757,6,18-07-2025 05:07,156.3025359,219.6,112.5586403,98,63.15011165,11.8,38.4,1692657284,1,0,0,0,0,0,0,0,0
15506,6,18-07-2025 05:41,275.6636305,219.6,292.1694598,99,40.97812359,11.8,38.7,1693694115,1,0,0,0,0,0,0,0,0
10621,6,18-07-2025 05:16,276.9588123,219.6,222.9515276,94.89713558,49.90061172,8.238564279,51.714884,1693301470,1,0,0,0,0,0,0,0,0
531,6,18-07-2025 15:04,293.8709029,219.6,265.490011,121.455405,65.64002354,12.13541592,53.19002529,1692319421,1,0,0,0,0,0,0,0,0
1920,6,18-07-2025 04:55,220,219.6,225,60,50,11.2,42.15086425,1692430361,1,0,0,0,0,0,0,0,0
18147,6,18-07-2025 00:08,220,219.6,225,60,50,11.1,15.56385397,1693905979,1,0,0,0,0,0,0,0,0
18444,6,18-07-2025 00:35,220,219.6,225,60,50,11,10.26610844,1693931359,1,0,0,0,0,0,0,0,0
6342,6,18-07-2025 15:04,220,219.6,225,60,50,10.9,11.79969243,1692783827,1,0,0,0,0,0,0,0,0
10256,6,18-07-2025 00:16,220,219.6,225,60,50,10.8,51.31723659,1693272370,1,0,0,0,0,0,0,0,0
12012,6,18-07-2025 00:18,220,219.6,225,60,50,10.7,50.35389978,1693412772,1,0,0,0,0,0,0,0,0
11352,6,18-07-2025 20:17,220,219.6,225,60,50,10.6,48.34982586,1693359973,1,0,0,0,0,0,0,0,0
3061,6,18-07-2025 13:58,220,219.6,225,60,50,10.5,14.67479591,1692521624,1,0,0,0,0,0,0,0,0
3860,6,18-07-2025 10:01,220,219.6,225,60,50,10.4,48.31437393,1692585523,1,0,0,0,0,0,0,0,0
16000,6,18-07-2025 05:33,220,219.6,225,60,50,10.3,41.32874588,1693733596,1,0,0,0,0,0,0,0,0
9125,6,18-07-2025 15:32,220,219.6,225,60,50,10.4,29.05966917,1693161910,1,0,0,0,0,0,0,0,0
8945,6,18-07-2025 20:14,220,219.6,225,60,50,10.3,12.64147434,1693147569,1,0,0,0,0,0,0,0,0
9483,6,18-07-2025 15:21,220,219.6,288.5631784,60,48.46003028,10.8,17.15113834,1693190530,1,0,0,0,0,0,0,0,0
9671,6,18-07-2025 00:21,220,219.6,299.255284,60,64.13841409,10.6,57.14351982,1693225630,1,0,0,0,0,0,0,0,0
11972,6,18-07-2025 05:23,139.9966768,219.6,275.3882433,135.142882,56.44278587,8.679010705,45.60611949,1693409592,1,0,0,0,0,0,0,0,0
11075,6,18-07-2025 10:16,103.1132219,219.6,229.5288244,0,68.40747773,12.2649127,10.06489682,1693337769,1,0,0,0,0,0,0,0,0
8938,6,18-07-2025 10:13,157.043222,219.6,168.4127745,97.9452686,48.31665211,14.58734521,40.68190935,1693146970,1,0,0,0,0,0,0,0,0
6202,6,18-07-2025 09:56,220,219.6,178.4861425,60,31.50419951,11,13.46466879,1692772667,1,0,0,0,0,0,0,0,0
18547,6,18-07-2025 20:23,220,219.6,268.0012007,60,68.51618332,10.95,18.04747373,1693939579,1,0,0,0,0,0,0,0,0
11973,6,18-07-2025 05:29,220,219.6,228.5408462,60,35.6956395,10.9,59.5780477,1693409652,1,0,0,0,0,0,0,0,0
17529,6,18-07-2025 15:35,220,219.6,116.2513164,60,38.77066989,10.8,19.33419176,1693856656,1,0,0,0,0,0,0,0,0
10080,6,18-07-2025 05:15,220,219.6,271.7889589,60,42.30028145,10.55,25.09143904,1693258331,1,0,0,0,0,0,0,0,0
14706,6,18-07-2025 15:31,137.0331644,219.6,151.3723354,111.7538098,48.75496214,6.570122729,53.32329098,1693629852,1,0,0,0,0,0,0,0,0
1416,6,18-07-2025 04:27,297.9803998,219.6,196.746884,51.42104677,66.06743826,6.741565269,26.50259666,1692390161,1,0,0,0,0,0,0,0,0
11305,6,18-07-2025 15:22,166.598974,219.6,291.8829774,0,36.10495425,14.85901221,30.48734739,1693356189,1,0,0,0,0,0,0,0,0
15787,6,18-07-2025 20:38,230,219.6,250,14.92690943,65.01710906,12,45.47533165,1693716615,1,0,0,0,0,0,0,0,0
8899,6,18-07-2025 15:26,230,219.6,190,0,68.35254867,12,28.69457164,1693143849,1,0,0,0,0,0,0,0,0
13888,6,18-07-2025 05:47,230,219.6,190,75.38632742,59.88144328,12,58.72667094,1693564274,1,0,0,0,0,0,0,0,0
13808,6,18-07-2025 15:35,230,219.6,250,0,41.92938884,12,11.30588078,1693557913,1,0,0,0,0,0,0,0,0
9383,6,18-07-2025 00:33,230,219.6,250,113.1774482,50.35467212,12,25.44862626,1693182551,1,0,0,0,0,0,0,0,0
7381,6,18-07-2025 20:04,230,219.6,190,64.6805144,36.42303773,12,50.98549374,1692866868,1,0,0,0,0,0,0,0,0
12341,6,18-07-2025 15:35,118.7481054,219.6,299.4639457,9.488045373,55.03913763,14.42995377,19.30608942,1693439113,1,0,0,0,0,0,0,0,0
2953,6,18-07-2025 19:04,294.072489,219.6,141.1591747,22.68601663,45,10.2,34.87334629,1692513044,1,0,0,0,0,0,0,0,0
11754,6,18-07-2025 15:28,148.3329169,219.6,210.1047584,0,45,10.2,45.12035705,1693392254,1,0,0,0,0,0,0,0,0
2457,6,18-07-2025 00:02,275.5093036,219.6,186.5321668,100.9031594,40.02409717,13.46503738,19.80430328,1692473323,1,0,0,0,0,0,0,0,0
19257,6,18-07-2025 00:42,204.2300905,219.6,123.8656956,24.37139112,41.89404744,14.24835151,10.61303405,1693996219,1,0,0,0,0,0,0,0,0
2553,6,18-07-2025 09:55,282.6636444,219.6,298.1481859,143.7848547,32.87555577,12.70937405,52.84891011,1692481003,1,0,0,0,0,0,0,0,0
6976,6,18-07-2025 20:10,298.2185641,219.6,259.7663602,97.19809522,36.46450132,8.937162966,30.76451952,1692834588,1,0,0,0,0,0,0,0,0
803,6,18-07-2025 19:46,138.6981303,219.6,132.8468744,140.2931717,34.45037108,7.919166841,54.43563815,1692341141,1,0,0,0,0,0,0,0,0
12165,6,18-07-2025 20:35,141.2861216,219.6,199.98528,57.69331711,61.39955576,14.08769636,42.63178363,1693425012,1,0,0,0,0,0,0,0,0
13624,6,18-07-2025 10:30,220,219.6,225,60,50,11.2,30.96251094,1693543152,1,0,0,0,0,0,0,0,0
12283,6,18-07-2025 00:23,220,219.6,225,60,50,11.2,15.51973676,1693434492,1,0,0,0,0,0,0,0,0
10938,6,18-07-2025 05:26,220,219.6,225,60,50,11.1,42.84625141,1693326850,1,0,0,0,0,0,0,0,0
10261,6,18-07-2025 05:21,220,219.6,225,60,50,11,16.56019771,1693272790,1,0,0,0,0,0,0,0,0
12691,6,18-07-2025 00:36,220,219.6,225,60,50,10.9,14.89370376,1693467013,1,0,0,0,0,0,0,0,0
8808,6,18-07-2025 15:21,220,219.6,225,60,50,10.8,16.23499679,1693136590,1,0,0,0,0,0,0,0,0
6878,6,18-07-2025 10:03,220,219.6,225,60,50,10.7,17.2404511,1692826728,1,0,0,0,0,0,0,0,0
8799,6,18-07-2025 05:14,220,219.6,225,60,50,10.6,53.26401574,1693135870,1,0,0,0,0,0,0,0,0
9816,6,18-07-2025 10:34,220,219.6,225,60,50,10.5,46.57505974,1693237211,1,0,0,0,0,0,0,0,0
2281,6,18-07-2025 05:00,220,219.6,225,60,50,10.4,12.01998231,1692459221,1,0,0,0,0,0,0,0,0
980,6,18-07-2025 14:52,220,219.6,225,60,50,10.3,49.98523578,1692355300,1,0,0,0,0,0,0,0,0
19435,6,18-07-2025 00:35,220,219.6,225,60,50,10.9,42.1191828,1694010439,1,0,0,0,0,0,0,0,0
3820,6,18-07-2025 15:06,220,219.6,225,60,50,10.8,18.65131021,1692582283,1,0,0,0,0,0,0,0,0
1019,6,18-07-2025 04:58,220,219.6,225,60,50,11.2,11.51895787,1692358421,1,0,0,0,0,0,0,0,0
2956,6,18-07-2025 23:59,220,219.6,225,60,50,11.1,15.76867672,1692513283,1,0,0,0,0,0,0,0,0
10303,6,18-07-2025 00:27,220,219.6,225,60,50,11,12.44723544,1693276150,1,0,0,0,0,0,0,0,0
18942,6,18-07-2025 05:23,220,219.6,225,60,50,10.9,14.18635057,1693971138,1,0,0,0,0,0,0,0,0
14971,6,18-07-2025 10:40,220,219.6,225,60,50,10.8,11.08442837,1693651217,1,0,0,0,0,0,0,0,0
17256,6,18-07-2025 15:27,220,219.6,225,60,50,10.7,36.3,1693834936,1,0,0,0,0,0,0,0,0
11392,6,18-07-2025 10:42,220,219.6,225,60,50,10.6,36.6,1693363153,1,0,0,0,0,0,0,0,0
10312,6,18-07-2025 15:14,220,219.6,225,60,50,10.5,37.2,1693276869,1,0,0,0,0,0,0,0,0
15818,6,18-07-2025 05:20,220,219.6,225,60,50,10.4,37.5,1693719076,1,0,0,0,0,0,0,0,0
16820,6,18-07-2025 20:22,220,219.6,225,60,50,10.3,12.71763841,1693799175,1,0,0,0,0,0,0,0,0
8218,6,18-07-2025 10:34,286.6045364,219.6,211.2027528,0,43.96099202,6.749642273,34.1852654,1693089609,1,0,0,0,0,0,0,0,0
17704,6,18-07-2025 10:27,194.09358,219.6,130.860559,0,61.0502942,6.348508379,40.64611993,1693870636,1,0,0,0,0,0,0,0,0
11248,6,18-07-2025 00:22,293.6028933,219.6,215.0951812,125.111932,60.79321872,14.01156844,49.72743998,1693351630,1,0,0,0,0,0,0,0,0
4360,6,18-07-2025 19:50,276.4824105,219.6,215.9407039,140.1071551,48.89920562,14.30004463,33.65777368,1692625544,1,0,0,0,0,0,0,0,0
9030,6,18-07-2025 10:32,279.4069166,219.6,170.4252436,103.5653851,35.97792476,8.30947578,51.3023582,1693154410,1,0,0,0,0,0,0,0,0
14204,6,18-07-2025 10:19,141.6605879,219.6,127.041819,97.71221631,48.42587617,7.012170994,28.99318123,1693589774,1,0,0,0,0,0,0,0,0
12158,6,18-07-2025 10:36,230,219.6,250,142.9419877,62.10023957,12,46.66000695,1693424414,1,0,0,0,0,0,0,0,0
4228,6,18-07-2025 20:02,230,219.6,190,141.489733,65.85017881,12,13.80780927,1692614924,1,0,0,0,0,0,0,0,0
10618,6,18-07-2025 00:21,230,219.6,190,110.2390476,36.75618651,12,11.51183761,1693301229,1,0,0,0,0,0,0,0,0
11934,6,18-07-2025 15:23,230,219.6,250,0,48.12472533,12,47.83502268,1693406593,1,0,0,0,0,0,0,0,0
5121,6,18-07-2025 10:03,294.8885948,219.6,119.3119314,27.93898879,60.11379905,15.56242375,19.27916004,1692686324,1,0,0,0,0,0,0,0,0
17341,6,18-07-2025 05:41,297.638245,219.6,269.4055389,0,52.77995427,13.07465158,29.52057177,1693841716,1,0,0,0,0,0,0,0,0
15551,6,18-07-2025 05:40,278.9943618,219.6,214.2418808,92,57.27067707,11.8,36.6,1693697716,1,0,0,0,0,0,0,0,0
11983,6,18-07-2025 20:24,137.2595031,219.6,259.268616,93,37.78381599,11.8,36.9,1693410492,1,0,0,0,0,0,0,0,0
4078,6,18-07-2025 00:00,220,219.6,225,60,50,11.2,37.2,1692602923,1,0,0,0,0,0,0,0,0
10676,6,18-07-2025 15:27,220,219.6,225,60,50,11.1,37.8,1693305850,1,0,0,0,0,0,0,0,0
6561,6,18-07-2025 10:04,220,219.6,225,60,50,11,38.1,1692801466,1,0,0,0,0,0,0,0,0
10725,6,18-07-2025 20:41,220,219.6,225,60,50,10.9,38.7,1693309810,1,0,0,0,0,0,0,0,0
8438,6,18-07-2025 05:13,220,219.6,225,60,50,10.8,13.61551722,1693107066,1,0,0,0,0,0,0,0,0
12148,6,18-07-2025 00:23,220,219.6,225,60,50,10.7,17.79349515,1693423634,1,0,0,0,0,0,0,0,0
11802,6,18-07-2025 20:22,220,219.6,225,60,50,10.6,34.74842258,1693396033,1,0,0,0,0,0,0,0,0
12066,6,18-07-2025 10:23,220,219.6,225,60,50,10.5,11.15456265,1693417094,1,0,0,0,0,0,0,0,0
5704,6,18-07-2025 05:05,220,219.6,225,60,50,10.4,18.61933258,1692732823,1,0,0,0,0,0,0,0,0
6743,6,18-07-2025 10:11,220,219.6,225,60,50,10.3,42.95655386,1692815986,1,0,0,0,0,0,0,0,0
8086,6,18-07-2025 15:25,164.0315942,219.6,146.588358,0,31.00110592,15.74369967,28.85040082,1693079047,1,0,0,0,0,0,0,0,0
10442,6,18-07-2025 05:26,113.0912657,219.6,212.5263881,123.218126,36.22851282,6.281150133,15.96265443,1693287250,1,0,0,0,0,0,0,0,0
8528,6,18-07-2025 05:12,280.1055147,219.6,232.3621488,146.5595299,57.48665603,14.49972949,12.28645037,1693114268,1,0,0,0,0,0,0,0,0
5615,6,18-07-2025 09:49,166.7479705,219.6,262.5010292,0,49.77451733,14.81305506,30.81490798,1692725744,1,0,0,0,0,0,0,0,0
614,6,18-07-2025 05:05,220,219.6,296.6269223,60,67.65503746,10.7,59.75947485,1692326082,1,0,0,0,0,0,0,0,0
9640,6,18-07-2025 20:15,220,219.6,250.4058946,60,52.20669696,10.55,16.52277118,1693223169,1,0,0,0,0,0,0,0,0
14748,6,18-07-2025 15:16,147.3838447,219.6,289.0258622,0,36.92241298,11.7636419,13.86011499,1693633273,1,0,0,0,0,0,0,0,0
6159,6,18-07-2025 14:51,290.0811987,219.6,193.4914791,0,62.19973508,7.717408557,29.33887834,1692769248,1,0,0,0,0,0,0,0,0
19895,6,18-07-2025 15:23,299.347513,219.6,145.3053036,134.5089717,63.85970821,15.63295094,19.97952326,1694047279,1,0,0,0,0,0,0,0,0
11082,6,18-07-2025 15:34,141.1232717,219.6,223.2516127,0,32.69784606,14.75653982,11.40539533,1693338310,1,0,0,0,0,0,0,0,0
8795,6,18-07-2025 00:13,284.701403,219.6,171.8467229,0,69.21463761,12.04469923,26.74322481,1693135570,1,0,0,0,0,0,0,0,0
18983,6,18-07-2025 00:24,293.267406,219.6,124.9625157,90,52.26104197,11.8,36,1693974378,1,0,0,0,0,0,0,0,0
7875,6,18-07-2025 07:19,289.7659429,219.6,237.4356863,94,44.9702963,11.8,37.2,1692977763,1,0,0,0,0,0,0,0,0
14529,6,18-07-2025 20:31,275.442239,219.6,136.1714903,0,48.95958614,6.553554529,12.50741646,1693615754,1,0,0,0,0,0,0,0,0
7019,6,18-07-2025 19:52,277.0861058,219.6,271.7352937,0,60.85967307,6.234136762,32.67607687,1692838006,1,0,0,0,0,0,0,0,0
8219,6,18-07-2025 15:13,136.2904977,219.6,229.5949256,91.57502974,32.7748047,15.48854772,11.59121053,1693089667,1,0,0,0,0,0,0,0,0
16316,6,18-07-2025 05:33,284.2411661,219.6,215.5449483,141.8534618,34.49956232,11.50162254,49.60495551,1693758795,1,0,0,0,0,0,0,0,0
11795,6,18-07-2025 10:24,220,219.6,253.6008768,60,52.21814616,10.9,19.52945066,1693395492,1,0,0,0,0,0,0,0,0
5341,6,18-07-2025 04:50,220,219.6,262.6321624,60,49.30441761,10.55,48.99898672,1692703844,1,0,0,0,0,0,0,0,0
7823,6,18-07-2025 02:41,270,219.6,199.8787348,108.1363204,51.03222863,10.3,13.95971396,1692973623,1,0,0,0,0,0,0,0,0
9023,6,18-07-2025 05:13,270,219.6,114.9551973,70.66444283,43.87835081,10.3,33.73563725,1693153870,1,0,0,0,0,0,0,0,0
9264,6,18-07-2025 20:33,270,219.6,187.6242834,98.86715014,44.11305964,10.3,33.8439408,1693173010,1,0,0,0,0,0,0,0,0
2594,6,18-07-2025 04:47,220,219.6,225,60,50,11.2,17.61087131,1692484304,1,0,0,0,0,0,0,0,0
10899,6,18-07-2025 15:15,220,219.6,225,60,50,11.1,53.79031704,1693323729,1,0,0,0,0,0,0,0,0
4527,6,18-07-2025 00:00,220,219.6,225,60,50,11,50.85929399,1692638863,1,0,0,0,0,0,0,0,0
8485,6,18-07-2025 05:24,220,219.6,225,60,50,10.9,10.92337715,1693110787,1,0,0,0,0,0,0,0,0
8167,6,18-07-2025 05:19,220,219.6,225,60,50,10.8,42.17517924,1693085526,1,0,0,0,0,0,0,0,0
14574,6,18-07-2025 20:31,220,219.6,225,60,50,10.7,16.0283146,1693619353,1,0,0,0,0,0,0,0,0
7637,6,18-07-2025 00:02,220,219.6,225,60,50,10.6,10.06933753,1692887326,1,0,0,0,0,0,0,0,0
17082,6,18-07-2025 10:21,220,219.6,225,60,50,10.5,47.87445201,1693820175,1,0,0,0,0,0,0,0,0
574,6,18-07-2025 14:46,220,219.6,225,60,50,10.4,16.01607044,1692322900,1,0,0,0,0,0,0,0,0
17030,6,18-07-2025 00:22,220,219.6,225,60,50,10.3,57.84233507,1693815975,1,0,0,0,0,0,0,0,0
5397,6,18-07-2025 19:49,276.0047655,219.6,293.3008091,90,36.36210484,11.8,36,1692708344,1,0,0,0,0,0,0,0,0
8932,6,18-07-2025 00:27,146.577403,219.6,263.7302167,92,42.23697759,11.8,36.6,1693146489,1,0,0,0,0,0,0,0,0
69,6,18-07-2025 00:03,103.9725953,219.6,219.8842803,94,47.20476287,11.8,37.2,1692282580,1,0,0,0,0,0,0,0,0
17573,6,18-07-2025 15:27,297.2614094,219.6,119.912173,96,52.44935404,11.8,37.8,1693860196,1,0,0,0,0,0,0,0,0
8978,6,18-07-2025 05:14,158.9267434,219.6,260.8160414,98,33.65377985,11.8,38.4,1693150270,1,0,0,0,0,0,0,0,0
10845,6,18-07-2025 00:40,168.9932788,219.6,234.5553971,149.5502093,55.26643169,15.85151179,14.59305084,1693319410,1,0,0,0,0,0,0,0,0
15471,6,18-07-2025 20:34,287.0715763,219.6,296.6987458,45.64688395,44.30047237,14.33469778,49.40856093,1693691356,1,0,0,0,0,0,0,0,0
3018,6,18-07-2025 04:30,298.0397152,219.6,289.479971,0,65.09940744,8.464129403,15.53850927,1692518204,1,0,0,0,0,0,0,0,0
13308,6,18-07-2025 10:32,110.3925843,219.6,214.8006963,143.8208435,60.8249306,8.487331572,18.47792222,1693517893,1,0,0,0,0,0,0,0,0
9299,6,18-07-2025 10:21,108.8825297,219.6,277.1551214,145.5841424,37.14192498,6.125365051,53.4668097,1693175830,1,0,0,0,0,0,0,0,0
17712,6,18-07-2025 20:28,297.4097213,219.6,188.6409786,103.9681494,41.22312029,8.865917211,12.35571893,1693871296,1,0,0,0,0,0,0,0,0
14572,6,18-07-2025 20:20,278.1081708,219.6,116.3987523,144.8460868,44.88245812,11.23151801,44.0226768,1693619174,1,0,0,0,0,0,0,0,0
3496,6,18-07-2025 05:15,230,219.6,250,93.2630686,69.0712689,12,26.31648677,1692556363,1,0,0,0,0,0,0,0,0
