last_modified,battery_voltage,input_voltage,output_voltage,input_frequency,max_output_current_percentage,temp,iso_anomaly,iso_score,failure_iso
2025-07-18 00:26:00,10.3,270.0,162.1682836,56.0762419,0.0,12.25467714,-1.0,-0.005471376512791171,Unknown Anomaly
2025-07-18 20:03:00,10.3,270.0,296.5316996,48.12066026,95.26287099,15.07499934,1.0,0.002830434760352829,Normal
2025-07-18 20:26:00,6.839897213,290.7329606,221.9400177,47.17455587,0.0,55.56001947,-1.0,-0.017291339101878134,Battery Degradation
2025-07-18 11:55:00,14.61200956,298.1481311,283.1187073,49.15425803,122.4334869,16.99987505,1.0,0.018561151496605754,Normal
2025-07-18 20:20:00,11.2,220.0,225.0,50.0,60.0,46.23452781,1.0,0.021829925006410178,Normal
2025-07-18 10:24:00,11.1,220.0,225.0,50.0,60.0,37.5,1.0,0.0203319898338446,Normal
2025-07-18 04:53:00,11.2,220.0,225.0,50.0,60.0,38.0,1.0,0.020702424819233733,Normal
2025-07-18 11:40:00,11.1,220.0,225.0,50.0,60.0,39.0,1.0,0.029244184338358625,Normal
2025-07-18 05:24:00,11.0,220.0,225.0,50.0,60.0,39.5,1.0,0.0270677971410771,Normal
2025-07-18 10:00:00,10.9,220.0,225.0,50.0,60.0,40.0,1.0,0.005671784299395077,Normal
2025-07-18 10:39:00,10.8,220.0,225.0,50.0,60.0,17.10583465,-1.0,-0.012168903038424828,Unknown Anomaly
2025-07-18 05:01:00,10.7,220.0,225.0,50.0,60.0,44.16028545,-1.0,-0.04467900667926589,Unknown Anomaly
2025-07-18 20:32:00,10.6,220.0,225.0,50.0,60.0,11.97067194,-1.0,-0.09335763318963936,Unknown Anomaly
2025-07-18 00:23:00,10.5,220.0,225.0,50.0,60.0,36.9,1.0,0.08221860808743381,Normal
2025-07-18 04:57:00,10.4,220.0,225.0,50.0,60.0,37.8,1.0,0.07677944171700524,Normal
2025-07-18 04:50:00,10.3,220.0,225.0,50.0,60.0,38.1,1.0,0.07672279232829143,Normal
2025-07-18 09:58:00,10.2,135.2984697,283.4749697,55.5,0.0,57.76220183,-1.0,-0.06259977475486583,Battery Degradation
2025-07-18 00:17:00,14.47694179,167.2854275,145.6707889,35.68452923,117.0656092,48.18118721,-1.0,-0.010691524368373395,Unknown Anomaly
2025-07-18 04:59:00,11.2,220.0,225.0,50.0,60.0,13.80976996,1.0,0.003310163568640667,Normal
2025-07-18 11:46:00,11.1,220.0,225.0,50.0,60.0,14.78299042,1.0,0.0013917309266309186,Normal
2025-07-18 20:35:00,11.0,220.0,225.0,50.0,60.0,38.0,1.0,0.003769478186652908,Normal
2025-07-18 05:18:00,10.9,220.0,225.0,50.0,60.0,39.0,1.0,0.005918273185064493,Normal
2025-07-18 00:41:00,10.8,220.0,225.0,50.0,60.0,39.5,-1.0,-0.0017942803022900078,Unknown Anomaly
2025-07-18 05:25:00,10.7,220.0,225.0,50.0,60.0,40.0,-1.0,-0.004013660173973144,Unknown Anomaly
2025-07-18 00:23:00,10.6,220.0,225.0,50.0,60.0,40.5,-1.0,-0.010969784946872285,Unknown Anomaly
2025-07-18 05:23:00,10.5,220.0,225.0,50.0,60.0,53.38817854,-1.0,-0.009062176539061273,Unknown Anomaly
2025-07-18 04:46:00,10.4,220.0,225.0,50.0,60.0,59.93485543,-1.0,-0.08172898971353665,Unknown Anomaly
2025-07-18 05:03:00,10.3,220.0,225.0,50.0,60.0,53.21741805,1.0,0.08699576712897722,Normal
2025-07-18 10:01:00,11.2,220.0,225.0,50.0,60.0,46.19085049,1.0,0.07279743614334899,Normal
2025-07-18 20:12:00,11.1,220.0,225.0,50.0,60.0,32.3468425,1.0,0.054647337680778285,Normal
2025-07-18 23:00:00,11.0,220.0,225.0,50.0,60.0,36.0,1.0,0.05533976092352677,Normal
2025-07-18 20:04:00,10.9,220.0,225.0,50.0,60.0,36.5,1.0,0.057632457304999885,Normal
2025-07-18 20:38:00,10.8,220.0,225.0,50.0,60.0,38.0,1.0,0.054865506797973806,Normal
2025-07-18 00:30:00,10.7,220.0,225.0,50.0,60.0,38.5,1.0,0.054865506797973806,Normal
2025-07-18 00:32:00,10.6,220.0,225.0,50.0,60.0,40.0,1.0,0.054865506797973806,Normal
2025-07-18 02:25:00,10.5,220.0,225.0,50.0,60.0,40.5,1.0,0.05116519787032808,Normal
2025-07-18 10:36:00,10.4,220.0,225.0,50.0,60.0,36.3,1.0,0.048121357235243134,Normal
2025-07-18 00:19:00,10.3,220.0,225.0,50.0,60.0,38.4,1.0,0.047994558032994905,Normal
2025-07-18 10:23:00,10.4,220.0,225.0,50.0,60.0,28.67816705,1.0,0.0445299998134801,Normal
2025-07-18 14:58:00,10.3,220.0,225.0,50.0,60.0,39.0,1.0,0.019342429815084272,Normal
2025-07-18 15:00:00,10.3,220.0,225.0,50.0,60.0,54.38628373,1.0,0.02306056090776709,Normal
2025-07-18 09:58:00,12.0,230.0,250.0,50.30329778,0.0,46.35176488,-1.0,-0.09032180015349717,Output Voltage Issue
2025-07-18 05:04:00,12.0,230.0,250.0,47.20871227,64.041927,11.78764452,-1.0,-0.05159430559192241,Output Voltage Issue
2025-07-18 14:57:00,12.0,230.0,250.0,36.06213363,0.0,31.92168807,-1.0,-0.018999757513651183,Output Voltage Issue
2025-07-18 00:29:00,12.0,230.0,250.0,49.07481195,116.0259953,14.76221519,1.0,0.009029525858251342,Normal
2025-07-18 05:22:00,10.2,280.8037837,221.8581721,45.0,0.0,14.69265466,-1.0,-0.01923284412248122,Unknown Anomaly
2025-07-18 05:28:00,10.2,271.2690558,225.6161413,55.5,125.9014203,59.45346235,-1.0,-0.00983108515115344,Unknown Anomaly
2025-07-18 05:37:00,10.2,161.9628709,121.1278427,45.0,111.102926,18.22020672,1.0,0.01339609634169553,Normal
2025-07-18 00:22:00,10.2,291.1911672,251.1242923,45.0,119.226293,17.63148043,-1.0,-0.00015999751534162554,Unknown Anomaly
2025-07-18 21:17:00,10.2,155.4952863,274.7926652,55.5,123.1517658,19.37864388,-1.0,-0.0035726299342691004,Unknown Anomaly
2025-07-18 00:14:00,10.2,122.0220067,264.3065629,55.5,0.0,49.78238845,1.0,7.649854678437595e-06,Normal
2025-07-18 20:09:00,15.29850206,157.8900348,103.5109051,31.58986037,94.95427312,40.76107208,1.0,0.011525162150114676,Normal
2025-07-18 00:10:00,7.487901009,141.3840532,185.2775713,39.27357495,145.224725,15.80963883,1.0,0.017077632378480312,Normal
2025-07-18 20:18:00,11.8,294.476506,217.5014334,37.61083946,91.0,36.3,1.0,0.01723464947804848,Normal
2025-07-18 19:59:00,11.8,116.5197197,171.2054006,58.93369745,93.0,36.9,1.0,0.036123921127306,Normal
2025-07-18 14:57:00,11.8,124.0268677,221.9356385,51.66874453,94.0,37.2,1.0,0.00752640975360086,Normal
2025-07-18 10:25:00,11.8,142.5203223,220.4732316,58.19635644,95.0,37.5,1.0,0.005491565556623945,Normal
2025-07-18 10:30:00,11.8,282.5302544,169.9829148,49.6108555,99.0,38.7,1.0,0.017672824354181882,Normal
2025-07-18 06:18:00,15.2811606,285.8804144,131.7615679,67.21103722,29.36442321,59.32170132,1.0,0.04522901690918163,Normal
2025-07-18 05:17:00,15.03420658,278.0442196,118.4772043,55.98972851,4.432570419,43.595248,1.0,0.011763094438616173,Normal
2025-07-18 05:14:00,8.675550299,153.8752417,133.7144669,57.64606377,144.6528445,47.18017362,-1.0,-0.014371669861248326,Input Frequency Fault
2025-07-18 21:58:00,15.96118132,290.0181049,271.9367591,36.51698069,93.08970245,12.05668844,1.0,0.03622024823395864,Normal
2025-07-18 15:10:00,10.95,220.0,216.8920283,49.62563065,60.0,48.212108,1.0,0.009594146509670998,Normal
2025-07-18 00:24:00,11.2,220.0,225.0,50.0,60.0,13.772794,1.0,0.030140572917822017,Normal
2025-07-18 20:21:00,11.2,220.0,225.0,50.0,60.0,53.26492519,1.0,0.05697584597197508,Normal
2025-07-18 10:33:00,11.2,220.0,225.0,50.0,60.0,29.83992443,1.0,0.06289967944873587,Normal
2025-07-18 02:55:00,11.2,220.0,225.0,50.0,60.0,18.72809751,1.0,0.06335086940555418,Normal
2025-07-18 09:58:00,11.2,220.0,225.0,50.0,60.0,36.5,1.0,0.060530344765660105,Normal
2025-07-18 20:30:00,11.2,220.0,225.0,50.0,60.0,38.0,1.0,0.04691387949823983,Normal
2025-07-18 15:20:00,11.1,220.0,225.0,50.0,60.0,38.5,1.0,0.0010754849326373717,Normal
2025-07-18 14:59:00,11.0,220.0,225.0,50.0,60.0,40.0,-1.0,-0.09161780396448199,Fan Failure
2025-07-18 05:19:00,10.9,220.0,225.0,50.0,60.0,40.5,1.0,0.01873163309436421,Normal
2025-07-18 00:29:00,11.2,220.0,225.0,50.0,60.0,36.0,1.0,0.06542400557278616,Normal
2025-07-18 15:03:00,11.2,220.0,225.0,50.0,60.0,36.9,1.0,0.04419723131883213,Normal
2025-07-18 12:14:00,11.1,220.0,225.0,50.0,60.0,37.2,1.0,0.01697721145571296,Normal
2025-07-18 00:21:00,11.0,220.0,225.0,50.0,60.0,38.1,1.0,0.00591755669598637,Normal
2025-07-18 10:01:00,10.9,220.0,225.0,50.0,60.0,38.4,1.0,0.02865190737409179,Normal
2025-07-18 21:34:00,10.8,220.0,225.0,50.0,60.0,58.02610841,-1.0,-0.01878613723988204,Unknown Anomaly
2025-07-18 05:24:00,10.7,220.0,225.0,50.0,60.0,51.58835851,1.0,0.02771882274154136,Normal
2025-07-18 10:24:00,10.6,220.0,225.0,50.0,60.0,37.0,1.0,0.033764647486130284,Normal
2025-07-18 15:22:00,10.5,220.0,225.0,50.0,60.0,40.0,1.0,0.03321073255691859,Normal
2025-07-18 05:02:00,10.4,220.0,225.0,50.0,60.0,42.17654409,1.0,0.03393551513858012,Normal
2025-07-18 15:14:00,10.3,220.0,225.0,50.0,60.0,29.42423057,1.0,0.05932574896839893,Normal
2025-07-18 19:56:00,7.777025481,273.3381569,138.2305629,67.6405307,140.8127192,29.56860412,-1.0,-0.07840137361014426,Battery Degradation
2025-07-18 05:24:00,7.769113681,291.0752163,229.9217387,66.14591342,126.8260546,40.38453385,-1.0,-0.043000156713472515,Battery Degradation
2025-07-18 10:39:00,12.0,230.0,250.0,63.48780871,0.0,19.45217077,-1.0,-0.0002485456634487848,Output Voltage Issue
2025-07-18 05:32:00,12.0,230.0,250.0,44.91802197,139.6251809,13.55229345,1.0,0.01960145293461557,Normal
2025-07-18 10:43:00,12.0,230.0,250.0,36.70323467,0.0,14.54319778,1.0,0.031511643606603246,Normal
2025-07-18 10:34:00,12.0,230.0,190.0,60.12568106,29.06823709,58.01411527,1.0,0.03456393267303548,Normal
2025-07-18 15:27:00,12.0,230.0,190.0,57.81655803,107.5915604,17.00151991,1.0,0.03942708378600096,Normal
2025-07-18 15:19:00,12.0,230.0,250.0,43.34613492,130.8752985,19.2994282,1.0,0.025317901302105872,Normal
2025-07-18 20:19:00,11.2,220.0,225.0,50.0,60.0,43.97865038,1.0,0.02582144619495047,Normal
2025-07-18 20:05:00,11.1,220.0,225.0,50.0,60.0,19.88181361,1.0,0.02175453045547937,Normal
2025-07-18 00:40:00,11.0,220.0,225.0,50.0,60.0,18.57394625,-1.0,-0.014792298698593498,Unknown Anomaly
2025-07-18 14:50:00,10.9,220.0,225.0,50.0,60.0,54.3192295,1.0,0.032894476386915616,Normal
2025-07-18 15:15:00,10.8,220.0,225.0,50.0,60.0,46.62220727,1.0,0.034198190495583536,Normal
2025-07-18 00:28:00,10.7,220.0,225.0,50.0,60.0,16.95133369,1.0,0.048497359927614836,Normal
2025-07-18 21:47:00,10.6,220.0,225.0,50.0,60.0,30.05579448,1.0,0.02127253372805671,Normal
2025-07-18 10:02:00,10.5,220.0,225.0,50.0,60.0,44.62761922,1.0,0.010192746329775682,Normal
2025-07-18 05:15:00,10.4,220.0,225.0,50.0,60.0,50.73568077,-1.0,-0.06547325664120268,Unknown Anomaly
2025-07-18 20:33:00,10.3,220.0,225.0,50.0,60.0,36.5,1.0,0.09019891854633383,Normal
2025-07-18 05:28:00,11.5,230.0,220.0,40.5150981,60.0,37.0,-1.0,-0.0036553139317416217,Fan Failure
2025-07-18 05:43:00,11.5,230.0,220.0,43.23450385,60.0,38.0,1.0,0.03167362574088628,Normal
2025-07-18 20:07:00,11.2,220.0,225.0,50.0,60.0,39.0,1.0,0.03249291934227222,Normal
2025-07-18 15:36:00,11.1,220.0,225.0,50.0,60.0,39.5,1.0,0.02632285653463612,Normal
2025-07-18 05:27:00,11.0,220.0,225.0,50.0,60.0,40.0,1.0,0.022453678384241615,Normal
2025-07-18 15:03:00,10.9,220.0,225.0,50.0,60.0,40.5,1.0,0.0040049364598333526,Normal
2025-07-18 00:01:00,10.8,220.0,225.0,50.0,60.0,13.73668751,1.0,0.00027231978675507085,Normal
2025-07-18 09:53:00,10.7,220.0,225.0,50.0,60.0,33.13820949,1.0,0.002118546120072451,Normal
2025-07-18 00:40:00,10.6,220.0,225.0,50.0,60.0,33.44050697,-1.0,-0.029929271789688683,Unknown Anomaly
2025-07-18 05:15:00,10.5,220.0,225.0,50.0,60.0,40.34680488,-1.0,-0.030680677067519924,Unknown Anomaly
2025-07-18 00:34:00,10.4,220.0,225.0,50.0,60.0,32.8634335,-1.0,-0.0546971112398868,Unknown Anomaly
2025-07-18 00:23:00,10.3,220.0,225.0,50.0,60.0,14.16496262,1.0,0.07802361243138128,Normal
2025-07-18 10:32:00,10.3,220.0,225.0,50.0,60.0,46.83468683,1.0,0.08590540963655963,Normal
2025-07-18 05:37:00,10.2,117.7872958,127.4504883,45.0,8.164782733,59.47926779,-1.0,-0.04780434022070096,Unknown Anomaly
2025-07-18 10:07:00,10.2,102.3651709,286.7628242,55.5,0.0,12.44132562,1.0,0.012717325571671712,Normal
2025-07-18 10:23:00,10.2,136.8475324,280.2204687,55.5,136.2424894,58.42125334,1.0,0.01660244650690712,Normal
2025-07-18 15:23:00,10.2,166.189051,282.8194099,55.5,135.8281057,13.07511418,1.0,0.024154327522834196,Normal
2025-07-18 20:37:00,10.2,157.1307607,110.6325249,55.5,116.5539201,52.930505,1.0,0.01946289076221097,Normal
2025-07-18 15:06:00,15.42938208,286.0692472,224.3804737,66.92786009,136.1574948,17.28825714,1.0,0.005895650978378186,Normal
2025-07-18 00:15:00,14.62346074,164.2709258,286.8325131,40.04828814,0.0,46.85649896,1.0,0.04122457325498802,Normal
2025-07-18 05:27:00,11.62442784,186.3287471,236.5835376,52.1224907,0.0,51.03282511,1.0,0.0207555789301343,Normal
2025-07-18 10:29:00,15.32756351,165.82497,125.7145019,43.26184661,0.0,56.90014018,1.0,0.015011706564784177,Normal
2025-07-18 20:19:00,8.480472952,132.2983944,231.2345585,58.30052347,123.3213146,13.2229234,-1.0,-0.004751134231673337,Input Frequency Fault
2025-07-18 20:19:00,8.943325938,102.7456472,274.4993732,41.2261264,0.0,53.18321165,-1.0,-0.0010417851038485026,Input Frequency Fault
2025-07-18 05:31:00,7.8993799,282.8627138,281.9742407,40.61060964,136.3804147,12.38743709,1.0,0.011370947047222135,Normal
2025-07-18 15:33:00,6.232736739,126.9444381,210.9629625,38.334253,124.5590257,26.22189335,1.0,0.03738532745521306,Normal
2025-07-18 05:05:00,12.0,230.0,250.0,32.2723104,0.0,18.70663626,1.0,0.04555972424759791,Normal
2025-07-18 04:50:00,12.0,230.0,250.0,51.97027514,107.4288256,16.46378373,1.0,0.012648364240661014,Normal
2025-07-18 05:27:00,12.0,230.0,250.0,65.75718325,0.0,29.47186881,1.0,0.02053179256947152,Normal
2025-07-18 19:49:00,12.0,230.0,190.0,56.13279581,137.0131823,25.18545397,1.0,0.05198675416074677,Normal
2025-07-18 00:25:00,11.97778716,283.7911884,184.037916,49.04660785,127.9532061,26.82997278,1.0,0.04813712301358275,Normal
2025-07-18 17:07:00,15.35130361,153.4101244,281.5832739,52.70487141,123.3102564,15.76572727,1.0,0.00452868903932796,Normal
2025-07-18 05:28:00,6.858190393,125.1693223,221.8313068,47.73017002,0.0,48.06891322,1.0,0.028213693061380163,Normal
2025-07-18 00:31:00,6.437288594,145.7182328,172.1014621,51.14617752,144.9336364,18.11432752,1.0,0.002463833196533982,Normal
2025-07-18 20:17:00,11.0,220.0,293.3513785,49.47072884,60.0,12.49274901,1.0,0.0015978550202802588,Normal
2025-07-18 15:13:00,10.85,220.0,227.6541033,64.06870228,60.0,34.56090691,1.0,0.03372899531151646,Normal
2025-07-18 05:26:00,10.75,220.0,220.8145442,62.55066294,60.0,48.76605775,1.0,0.039511774188096926,Normal
2025-07-18 15:25:00,10.65,220.0,137.0129824,34.10728148,60.0,47.19707463,1.0,0.09335010103967817,Normal
2025-07-18 15:36:00,10.6,220.0,256.1925061,52.01600348,60.0,59.47085935,1.0,0.08955702601104176,Normal
2025-07-18 05:21:00,10.55,220.0,289.2483,56.64697123,60.0,54.9196239,1.0,0.08970125824540415,Normal
2025-07-18 15:17:00,14.95057644,293.5748973,130.7691722,38.45054334,99.61021101,29.67982566,1.0,0.09071075024868419,Normal
2025-07-18 19:58:00,14.98167872,271.2306395,177.3670686,58.26902458,105.7899493,28.72084366,1.0,0.0907249562675983,Normal
2025-07-18 05:34:00,12.0,230.0,250.0,69.4394433,138.0128469,10.9788484,1.0,0.05123414879407989,Normal
2025-07-18 19:55:00,12.0,230.0,250.0,61.12942948,0.0,11.17754896,1.0,0.026825380103876972,Normal
2025-07-18 15:29:00,12.0,230.0,250.0,38.76802386,131.7641182,57.12734487,1.0,0.0077897673952931346,Normal
2025-07-18 10:19:00,12.64862423,272.5050574,214.3181724,65.6682034,105.6389446,16.94114785,1.0,0.011402699527486737,Normal
2025-07-18 05:24:00,6.310365765,272.0381866,231.6920261,48.36748464,18.50521708,42.22737364,1.0,0.03842056814963468,Normal
2025-07-18 04:57:00,15.59042069,111.3036564,124.840248,66.07541092,134.8865353,50.66100947,1.0,0.020660620018362108,Normal
2025-07-18 19:58:00,7.482703737,100.5870537,276.7022354,42.46056209,0.0,43.77300323,1.0,0.026373388429737632,Normal
2025-07-18 20:08:00,12.0,230.0,250.0,35.64936257,99.45890063,26.76653252,1.0,0.03533375404046818,Normal
2025-07-18 15:21:00,12.0,230.0,190.0,60.9483207,0.0,32.20356004,1.0,0.03395880252062722,Normal
2025-07-18 10:28:00,12.0,230.0,250.0,66.43604628,142.0393011,13.00827505,1.0,0.011910131996959006,Normal
2025-07-18 10:22:00,12.0,230.0,190.0,49.70875139,32.53296773,43.94645767,1.0,0.05247899089948588,Normal
2025-07-18 05:23:00,12.0,230.0,250.0,60.22544723,32.362067,13.10555213,1.0,0.05617293949952512,Normal
2025-07-18 15:25:00,12.0,230.0,250.0,62.15660567,108.0835015,31.159836,1.0,0.044575097238377326,Normal
2025-07-18 15:35:00,8.345289732,182.09301,251.5631527,57.52438388,0.0,46.17534353,1.0,0.04183066863422075,Normal
2025-07-18 10:28:00,10.94258875,160.4950354,289.5038229,47.88240599,60.44142225,45.35952663,1.0,0.0446358721589748,Normal
2025-07-18 19:59:00,6.074498546,271.9995898,228.9946048,31.03630262,98.44818957,19.28318993,1.0,0.03750067489668529,Normal
2025-07-18 20:09:00,14.29883703,283.524001,255.084415,36.330371,110.361069,40.732113,1.0,0.0428779909396122,Normal
2025-07-18 20:36:00,11.8,123.6191637,255.3899897,36.18033864,90.0,36.0,1.0,0.05169527281430103,Normal
2025-07-18 10:28:00,11.8,138.0837578,175.4160143,58.63944546,94.0,37.2,1.0,0.04239171861099056,Normal
2025-07-18 00:26:00,11.8,285.3411874,279.2173052,69.48849277,95.0,37.5,1.0,0.03968466431705231,Normal
2025-07-18 15:20:00,6.894404923,288.3643341,117.2404273,49.96032355,119.944107,44.46707512,1.0,0.028392017323940755,Normal
2025-07-18 15:14:00,10.2,288.2031075,219.4644461,45.0,56.38860865,16.54370032,1.0,0.03284023993280466,Normal
2025-07-18 05:18:00,10.2,104.7291056,160.881508,55.5,78.17799002,53.21636,1.0,0.06707741137159645,Normal
2025-07-18 00:23:00,10.2,128.4966208,294.1740794,55.5,72.94253906,12.93603642,1.0,0.043174332818404326,Normal
2025-07-18 14:52:00,10.2,293.3133368,198.742906,45.0,0.0,51.03683392,1.0,0.05193618298370378,Normal
2025-07-18 20:23:00,14.41161515,274.2248378,111.0490508,60.08182257,129.0008076,18.41995597,1.0,0.056934877426387365,Normal
2025-07-18 19:49:00,15.4439709,168.5415938,182.9191226,52.10939528,0.0,53.18925507,1.0,0.05322578810125628,Normal
2025-07-18 10:28:00,11.2,220.0,225.0,50.0,60.0,11.57413672,1.0,0.029552733766595563,Normal
2025-07-18 15:23:00,11.2,220.0,225.0,50.0,60.0,44.04712126,1.0,0.05378893554985148,Normal
2025-07-18 15:21:00,11.1,220.0,225.0,50.0,60.0,55.47485427,1.0,0.04849890893379971,Normal
2025-07-18 05:20:00,11.0,220.0,225.0,50.0,60.0,17.09398717,1.0,0.05778374110088336,Normal
2025-07-18 20:00:00,10.9,220.0,225.0,50.0,60.0,55.99438351,1.0,0.04900175125895484,Normal
2025-07-18 05:35:00,10.8,220.0,225.0,50.0,60.0,55.69156979,1.0,0.03898384378011838,Normal
2025-07-18 08:02:00,10.7,220.0,225.0,50.0,60.0,28.48068167,-1.0,-0.0031170417214446133,Unknown Anomaly
2025-07-18 05:21:00,10.6,220.0,225.0,50.0,60.0,17.52422495,-1.0,-0.005460509479336184,Unknown Anomaly
2025-07-18 20:21:00,10.5,220.0,225.0,50.0,60.0,55.87525775,-1.0,-0.08134971661421381,Unknown Anomaly
2025-07-18 20:18:00,10.4,220.0,225.0,50.0,60.0,59.7777568,1.0,0.07648344670931301,Normal
2025-07-18 15:16:00,10.3,220.0,225.0,50.0,60.0,32.76822581,1.0,0.06858867885999514,Normal
2025-07-18 10:41:00,10.6,220.0,252.1731058,36.93356472,60.0,26.44844486,-1.0,-0.01992940169812618,Output Voltage Issue
2025-07-18 00:07:00,14.36957131,148.2962137,261.148541,50.71360043,147.2961547,13.06676958,-1.0,-0.0839162244172284,Unknown Anomaly
2025-07-18 22:14:00,14.96057967,162.5877827,127.8273025,31.03707925,0.0,53.29516964,-1.0,-0.014136633845041713,Unknown Anomaly
2025-07-18 10:29:00,11.2,220.0,225.0,50.0,60.0,30.05521864,-1.0,-0.013772259188538971,Unknown Anomaly
2025-07-18 05:34:00,11.2,220.0,225.0,50.0,60.0,36.0,-1.0,-0.006614534877069256,Fan Failure
2025-07-18 15:17:00,11.1,220.0,225.0,50.0,60.0,36.5,-1.0,-0.004774420392376577,Fan Failure
2025-07-18 14:56:00,11.0,220.0,225.0,50.0,60.0,37.0,-1.0,-0.007099192171611091,Fan Failure
2025-07-18 00:39:00,10.9,220.0,225.0,50.0,60.0,37.5,-1.0,-0.011222814320728247,Unknown Anomaly
2025-07-18 04:57:00,10.8,220.0,225.0,50.0,60.0,38.5,-1.0,-0.01253995216726278,Unknown Anomaly
2025-07-18 10:30:00,10.7,220.0,225.0,50.0,60.0,49.3893517,-1.0,-0.013940713086578627,Unknown Anomaly
2025-07-18 00:28:00,11.2,220.0,225.0,50.0,60.0,36.3,-1.0,-0.033643007432751004,Unknown Anomaly
2025-07-18 00:32:00,11.1,220.0,225.0,50.0,60.0,36.6,-1.0,-0.11854337609861271,Fan Failure
2025-07-18 15:29:00,11.0,220.0,225.0,50.0,60.0,36.9,1.0,0.019485418515136743,Normal
2025-07-18 05:02:00,10.9,220.0,225.0,50.0,60.0,38.7,-1.0,-0.013977532555098815,Unknown Anomaly
2025-07-18 20:19:00,10.8,220.0,225.0,50.0,60.0,49.29953056,1.0,0.030962973252277648,Normal
2025-07-18 10:24:00,10.7,220.0,225.0,50.0,60.0,37.5,1.0,0.029075105266216983,Normal
2025-07-18 20:27:00,10.6,220.0,225.0,50.0,60.0,39.5,1.0,0.033594471569433126,Normal
2025-07-18 00:09:00,10.5,220.0,225.0,50.0,60.0,40.0,1.0,0.03701416235397048,Normal
2025-07-18 10:24:00,10.4,220.0,225.0,50.0,60.0,27.09629015,1.0,0.06896201596765289,Normal
2025-07-18 05:33:00,10.3,220.0,225.0,50.0,60.0,18.50375393,1.0,0.07238403629761592,Normal
2025-07-18 05:15:00,12.0,230.0,190.0,48.03950931,140.0169246,18.86139285,-1.0,-0.0523389529313259,Output Voltage Issue
2025-07-18 08:37:00,12.0,230.0,250.0,52.35741131,99.94701987,45.61616642,1.0,0.005536629698091544,Normal
2025-07-18 05:14:00,12.0,230.0,250.0,62.93657447,47.8668839,59.33079945,1.0,0.015485544930148143,Normal
2025-07-18 05:03:00,12.0,230.0,190.0,44.94579212,103.9913131,17.49539425,1.0,0.016869976641532225,Normal
2025-07-18 00:23:00,10.80863695,152.1859766,297.2273353,48.22120108,137.8058097,50.12090444,-1.0,-0.007905560425661984,Unknown Anomaly
2025-07-18 11:22:00,10.2,154.9122499,260.1597121,55.5,0.0,32.87861643,1.0,0.04172521034924559,Normal
2025-07-18 00:34:00,10.2,141.3641847,232.1315952,55.5,92.89298488,46.45373612,1.0,0.04034616443343503,Normal
2025-07-18 20:18:00,10.2,277.4235255,277.1970909,45.0,0.0,12.51599297,1.0,0.044475531820826475,Normal
2025-07-18 20:28:00,11.2,220.0,225.0,50.0,60.0,19.61915324,1.0,0.04358648187721548,Normal
2025-07-18 04:58:00,11.1,220.0,225.0,50.0,60.0,18.10471342,1.0,0.04203292429936473,Normal
2025-07-18 15:15:00,11.0,220.0,225.0,50.0,60.0,11.27355044,1.0,0.05268194166625956,Normal
2025-07-18 15:33:00,10.9,220.0,225.0,50.0,60.0,17.76519864,1.0,0.047765806919898735,Normal
2025-07-18 09:52:00,10.8,220.0,225.0,50.0,60.0,13.87519582,1.0,0.012417330981635277,Normal
2025-07-18 00:03:00,10.7,220.0,225.0,50.0,60.0,14.96795024,1.0,0.01729190639363981,Normal
2025-07-18 20:05:00,10.6,220.0,225.0,50.0,60.0,55.17026196,1.0,0.007994240034004063,Normal
2025-07-18 10:30:00,10.5,220.0,225.0,50.0,60.0,13.1100082,-1.0,-0.030776901325008266,Unknown Anomaly
2025-07-18 05:29:00,10.4,220.0,225.0,50.0,60.0,59.49895921,-1.0,-0.08031834125762233,Unknown Anomaly
2025-07-18 20:29:00,10.3,220.0,225.0,50.0,60.0,48.2971359,1.0,0.0651038718304161,Normal
2025-07-18 10:08:00,15.71195721,121.6480932,213.5200935,39.49055232,0.0,43.04596178,-1.0,-0.06978869025326656,Unknown Anomaly
2025-07-18 20:36:00,12.957868,129.6804272,288.3539829,36.84459759,96.81188844,33.44565043,-1.0,-0.03420974351374367,Unknown Anomaly
2025-07-18 00:09:00,13.26975756,148.4718491,172.959123,61.49128844,0.0,47.61247597,1.0,0.03216902225685825,Normal
2025-07-18 10:29:00,6.9767614,105.5043707,112.014951,35.59742568,141.0798356,48.68429123,1.0,0.05523952315527225,Normal
2025-07-18 00:32:00,11.5,230.0,220.0,58.8158359,60.0,37.0,1.0,0.0577279520066008,Normal
2025-07-18 09:55:00,11.5,230.0,220.0,47.54691153,60.0,38.5,1.0,0.030317484245809212,Normal
2025-07-18 05:09:00,11.5,230.0,220.0,63.92015519,60.0,40.0,1.0,0.0355266672182295,Normal
2025-07-18 17:19:00,11.5,230.0,220.0,30.10447716,60.0,40.5,1.0,0.01709338679341249,Normal
2025-07-18 20:41:00,12.13323201,238.1112897,216.3146575,57.07770612,32.07533841,54.15653387,1.0,0.021859498702587354,Normal
2025-07-18 19:49:00,10.2,121.9537898,295.0546954,45.0,0.0,18.41274905,1.0,0.022144898112927303,Normal
2025-07-18 20:35:00,10.2,151.9294592,233.3227618,55.5,53.35400386,13.85468854,1.0,0.05388746046801418,Normal
2025-07-18 10:22:00,10.2,163.9218307,235.0394593,45.0,137.2258046,57.9745811,1.0,0.05210123434591407,Normal
